ref_number,disclosure_group,title_en,title_fr,name,purpose_en,purpose_fr,start_date,end_date,destination_en,destination_fr,airfare,other_transport,lodging,meals,other_expenses,total,additional_comments_en,additional_comments_fr,owner_org,owner_org_title
Charlottetown (Île-du-Prince-Édouard) Canada",900.96,36.23,468.65,227.7,0,1633.54,No Conference Fees,Pas de frais de conférence,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P8-0007,MPSES,Driver,Chauffeur,Michel Gendreau,Drive the Minister from her riding to her Quebec tour,Conduire la Ministre de sa circonscription à sa tournée québécoise,2022-10-21,2022-10-23,Québec (Quebec) Canada,Québec (Québec) Canada,0,3,312.02,284.55,0,599.57,No conference fee,Pas de frais d'enregistrement,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P8-0008,MPSES,Driver,Chauffeur,Michel Gendreau,Drive the Minister from her riding to Ottawa,Conduire la Ministre de sa circonscription à Ottawa,2022-10-24,2022-10-25,Sherbrooke (Quebec) Canada,Sherbrooke (Québec) Canada,0,6,121.38,79.4,0,206.78,No conference fee,Pas de frais d'enregistrement,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P8-0009,MPSES,Driver,Chauffeur,Michel Gendreau,Drive the Minister from her riding to Ottawa,Conduire la Ministre de sa circonscription à Ottawa,2022-10-27,2022-10-27,Sherbrooke (Quebec) Canada,Sherbrooke (Québec) Canada,0,6,0,56.6,0,62.6,No conference fee,Pas de frais d'enregistrement,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P8-0010,MPSES,Driver,Chauffeur,Michel Gendreau,Drive the Minister from her riding to Ottawa,Conduire la Ministre de sa circonscription à Ottawa,2022-11-13,2022-11-14,Sherbrooke (Quebec) Canada,Sherbrooke (Québec) Canada,0,6,166.54,79.4,0,251.94,No conference fee,Pas de frais d'enregistrement,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P8-0011,MPSES,Driver,Chauffeur,Michel Gendreau,Drive the Minister from her riding to Ottawa,Conduire la Ministre de sa circonscription à Ottawa,2022-11-20,2022-11-21,Sherbrooke (Quebec) Canada,Sherbrooke (Québec) Canada,0,6,121.38,79.4,0,206.78,No conference fee,Pas de frais d'enregistrement,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P8-0012,MPSES,Executive Assistant to the Minister and Chief of Staff,Adjointe exécutive de la ministre et chef de cabinet,Mirna Vukicevic,Travel from 407 Confederation to 1341 Baseline Road for meetings,Déplacement du 407 Confederation au 1341 Baseline Road pour les réunions,2022-10-18,2022-10-18,Ottawa (Ontario) Canada,Ottawa (Ontario) Canada,0,17.37,0,0,0,17.37,No Conference Fees,Pas de frais de conférence,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P8-0013,MPSES,Director of Communications,Directrice des communications,Allison St-Jean,To accompany the Minister attending the 17th G20 Heads of State and Government Summit,Accompagner la ministre au 17e sommet des chefs d'État et de gouvernement du G20,2022-09-23,2022-09-30,"(Manila) Philippines
(Bali) Indonesia","(Manille) Philippines
(Bali) Indonésie",7421.06,1727.7,1369.69,568.02,65.54,11152.01,No conference fee.,Pas de frais d'enregistrement,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P8-0014,MPSES,Policy Advisor,Conseillère en politiques,Christine Harvey,To accompany the Minister on the Quebec Tour,Accompagner la Ministre sur la tournée québécoise,2022-10-21,2022-10-23,Québec (Quebec) Canada,Québec (Québec) Canada,0,110.38,312.02,171.35,0,593.75,No Conference Fees,Pas de frais de conférence,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P8-0015,MPSES,Policy Advisor,Conseillère en politiques,Jérome Coté ,To accompany the Minister on the Eastern Outreach meetings,Pour accompagner la ministre aux réunions de sensibilisation de l'Est,2022-10-11,2022-10-14,"Halifax (Nova Scotia) Canada
Charlottetown (Prince Edward Island) Canada","Halifax (Nouvelle-Écosse) Canada
Charlottetown (Île-du-Prince-Édouard) Canada",900.95,17.5,468.65,227.7,0,1614.8,No Conference Fees,Pas de frais de conférence,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P8-0016,MPSES,Tours and Operations Manager,"Gestionnaire, Visites et opérations",Olivia Scieur-Aparicio ,Accompany the Minister on the Quebec tour,Accompagner la Ministre sur la tournée québécoise,2022-10-21,2022-10-23,Québec (Quebec) Canada,Québec (Québec) Canada,0,230.77,312.02,227.95,0,770.74,No Conference Fees,Pas de frais de conférence,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P8-0017,MPSES,Parliamentary Secretary,Secrétaire parlementaire,Francis Drouin,Attend the Calgary Stampede,Assister au Stampede de Calgary,2022-09-05,2022-09-07,Calgary (Alberta) Canada,Calgary (Alberta) Canada,0,175.3,200.43,196.9,0,572.63,No conference fee,Pas de frais de conférence,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P8-0018,MPSES,Parliamentary Secretary,Secrétaire parlementaire,Francis Drouin,To visit sustainable farms and promote their success,Pour visiter des fermes durables et promouvoir leur réussite,2022-10-13,2022-10-14,Cambridge (Ontario) Canada,Cambridge (Ontario) Canada,1013.89,0,133.97,79.65,0,1227.51,No conference fee,Pas de frais de conférence,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P8-0019,MPSES,Parliamentary Secretary Assistant,Secrétaire parlementaire adjoint,Patrick Mangan,To visit sustainable farms and promote their success,Pour visiter des fermes durables et promouvoir leur réussite,2022-10-13,2022-10-14,Cambridge (Ontario) Canada,Cambridge (Ontario) Canada,1039.07,194.71,133.97,79.65,0,1447.4,No conference fee,Pas de frais de conférence,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P8-0020,MPSES,Deputy Minister,Sous-ministre,Chris Forbes,To attend a meeting with stakeholders to align views on Agrifood ,Pour assister à une réunion avec les parties prenantes pour aligner les points de vue sur l'agroalimentaire,2022-10-31,2022-11-01,Toronto (Ontario) Canada,Toronto (Ontario) Canada,0,216.06,50,160.1,0,426.16,No Conference Fees,Pas de frais de conférence,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P8-0021,SLE,Corporate Secretary,Secrétaire générale,Tamara Abel,Travel to Ottawa for work week,Voyage à Ottawa pour la semaine de travail,2022-10-24,2022-10-28,Ottawa (Ontario) Canada,Ottawa (Ontario) Canada,703.83,322.81,935.44,575.95,0,2538.03,No Conference Fees,Pas de frais de conférence,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P8-0022,SLE,"Assistant Deputy Minister, Science and Technology Branch","Sous-ministre adjoint, Direction générale des sciences et de la technologie",Gilles Saindon,"Attend the annual meeting of the Heads of National Agriculture Research organization from Canada, US, France and the United Kingdom","Participer à la réunion annuelle des chefs des organismes nationaux de recherche agricole du Canada, des États-Unis, de la France et du Royaume-Uni",2022-10-21,2022-10-27,Edinburgh (Scotland) United Kingdom,Édimbourg (Écosse) Royaume-Uni,3416.62,209.28,1576.74,625.35,3.5,5831.49,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P8-0023,SLE,"Assistant Deputy Minister, Science and Technology Branch","Sous-ministre adjoint, Direction générale des sciences et de la technologie",Gilles Saindon,"On behalf of Minister Bibeau, attend the Inter-American Institute for Cooperation on Agriculture (IICA)'s celebration: 80th anniversary as an institute and 50th anniversary in Canada","Au nom du ministre Bibeau, assister à la célébration de l'Institut interaméricain de coopération pour l'agriculture (IICA) : 80e anniversaire en tant qu'institut et 50e anniversaire en Canada",2022-11-08,2022-11-09,Québec (Quebec) Canada,Quebec (Québec) Canada,908.32,138,135.66,159.85,0,1341.83,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P8-0024,SLE,"Assistant Deputy Minister, International Affairs Branch","Sous-ministre adjointe, Direction générale des affaires internationales",Kathleen Donohue,Meet with foreign counterparts and stakeholders and attend the World Food Expo (Philippines),Rencontrer les homologues étrangers et les parties prenantes et assister au World Food Expo (Philippines),2022-07-28,2022-08-10,"Jakarta, Indonesia
Manila, Philippines
Hanoi, Vietnam","Jakarta, Indonésie
Manille, Philippines
Hanoi, Vietnam",14488.08,276.55,2719.64,1768.87,106.19,19359.33,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P8-0025,SLE,"Assistant Deputy Minister, Corporate Management Branch","Sous-ministre adjointe, Direction générale de la gestion intégrée",Marie-Claude Guérard,Outreach in British Columbia,Visite en Colombie-Britannique,2022-10-17,2022-10-21,Summerland and Agassiz (British-Columbia) Canada,Summerland et Agassiz (Colombie-Britannique) Canada,1118.37,341.89,625.36,598.75,0,2684.37,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P8-0026,SLE,"Assistant Deputy Minister, Corporate Management Branch","Sous-ministre adjointe, Direction générale de la gestion intégrée",Marie-Claude Guérard,Meetings in Ottawa,Rencontre à Ottawa,2022-10-25,2022-10-27,Ottawa (Ontario) Canada,Ottawa (Ontario) Canada,0,453.41,467.72,234,0,1155.13,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P8-0027,SLE,"Assistant Deputy Minister, Corporate Management Branch","Sous-ministre adjointe, Direction générale de la gestion intégrée",Marie-Claude Guérard,"Outreach in Brandon, MB","Visite à Brandon, Manitoba",2022-11-07,2022-11-10,Winnipeg and Brandon (Manitoba),Winnipeg et Brandon (Manitoba),904.52,336.58,577.11,410.6,0,2228.81,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P8-0028,SLE,"Assistant Deputy Minister, Corporate Management Branch","Sous-ministre adjointe, Direction générale de la gestion intégrée",Marie-Claude Guérard,Meetings in Ottawa,Rencontre à Ottawa,2022-10-03,2022-10-31,Ottawa (Ontario) Canada,Ottawa (Ontario) Canada,0,417.73,0,23.05,0,440.78,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P8-0029,SLE,"Assistant Deputy Minister, Corporate Management Branch","Sous-ministre adjointe, Direction générale de la gestion intégrée",Marie-Claude Guérard,Meetings in Ottawa,Rencontre à Ottawa,2022-10-31,2022-10-31,Ottawa (Ontario) Canada,Ottawa (Ontario) Canada,0,279.2,0,102.45,0,381.65,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P8-0030,SLE,"Assistant Deputy Minister, Strategic Policy Branch","Sous-ministre adjointe, Direction générale des politiques stratégiques",Natasha Kim,"Travelled to Washington, DC for meetings in advance of the COP-27","Voyage à Washington, DC, pour des réunions en vue de la COP-27",2022-10-24,2022-10-25,Washington (DC) United States,Washington (DC) États-Unis,1360.74,189.32,402.89,188.03,4.95,2145.93,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P8-0031,SLE,"Assistant Deputy Minister, Programs Branch","Sous-ministre adjointe, Direction générale des programmes",Liz Foster,ADM ELDP : Cohort F - Module 7 (Advancing Reconciliation),PDLCS SMA : Cohorte F - Module 7 (Soutenir la réconciliation),2022-10-23,2022-10-28,"Winnipeg (Manitoba) Canada
Regina (Saskatchewan) Canada","Winnipeg (Manitoba) Canada
Regina (Saskatchewan) Canada",1588.99,226.68,925.43,513.35,0,3254.45,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P8-0032,SLE,"Assistant Deputy Minister, Market and Industry Services Branch","Sous-ministre adjoint, Direction générale des services à l'industrie et aux marchés",Tom Rosser,"Participate in ministerial outreach in Manila, Philippines and participate in the G20 Agriculture Ministers’ Meeting in Bali, Indonesia. ","Participer à des activités de sensibilisation ministérielle à Manille, aux Philippines, et à la réunion des ministres de l’Agriculture du G20 à Bali, en Indonésie.",2022-09-23,2022-09-30,"(Manila) Philippines
(Bali) Indonesia","(Manille) Philippines
(Bali) Indonésie",14880.04,62.01,1588.46,480.63,61.62,17072.76,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P8-0033,SLE,"Chief Information Officer, Information Systems Branch","Dirigeante principale de l'information, Direction générale des systèmes information",Vidya ShankarNarayan,Attend a 2 day Canada School of Public Service Washington tour.,Assister à une visite de deux jours de l'École de la fonction publique du Canada à Washington.,2022-10-25,2022-10-28,Washington (DC) United States,Washington (DC) États-Unis,954.21,131.95,1218.09,530.03,0,2834.28,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P9-0001,MPSES,Minister,Ministre,Marie-Claude Bibeau,Co-chaired the Organisation for Economic Co-operation and Development meeting for Agriculture Ministers,Co-présidence de la réunion des ministres de l'agriculture de l'Organisation de coopération et de développement économiques,2022-10-31,2022-11-05,Paris (France) Europe,Paris (France) Europe,6465.45,268,1469.12,418.27,0,8620.84,No Conference Fees,Pas de frais de conférence,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P9-0002,MPSES,Minister,Ministre,Marie-Claude Bibeau,To attend Agribition as well as to make an Indo-Pacific Strategy announcement ,Pour assister à l'Agribition ainsi que pour faire une annonce sur la stratégie indo-pacifique. ,2022-12-02,2022-12-04,Regina (Sasktachewan) Canada,Régina (Sasktachewan) Canada,1618.6,0,317.84,159.05,0,2095.49,No Conference Fees,Pas de frais de conférence,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P9-0003,MPSES,Minister,Ministre,Marie-Claude Bibeau,To attend United Nations Biodiversity Conference (COP15),Pour assister à la conférence des Nations Unies sur la biodiversité (COP15).,2022-12-15,2022-12-16,Montréal (Quebec) Canada,Montréal (Québec) Canada,0,0,184.45,102.45,0,286.9,No Conference Fees,Pas de frais de conférence,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P9-0004,MPSES,Policy Advisor,Conseiller en politiques,Emerson Vanderberg,To support the Minister to the Organisation for Economic Co-operation and Development meeting for Agriculture Ministers,Soutenir la ministre lors de la réunion des ministres de l'Agriculture de l'Organisation de coopération et de développement économique.,2022-10-31,2022-11-05,Paris (France) Europe,Paris (France) Europe,1691.35,25.28,1478.46,418.27,0,3613.36,No Conference Fees,Pas de frais de conférence,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P9-0005,MPSES,Press Secretary,Attachée de presse,Marianne Dandurand,To support the Minister to the Organisation for Economic Co-operation and Development meeting for Agriculture Ministers,Soutenir la ministre lors de la réunion des ministres de l'Agriculture de l'Organisation de coopération et de développement économique.,2022-10-31,2022-11-05,Paris (France) Europe,Paris (France) Europe,2560.04,0,1461.11,418.27,0,4439.42,No Conference Fees,Pas de frais de conférence,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P9-0006,MPSES,Press Secretary,Attachée de presse,Marianne Dandurand,To support the Minister to participate in the Union des producteurs agricoles Annual General Congress meeting,Soutenir la participation de la ministre au congrès annuel de l'Union des producteurs agricoles.,2022-11-29,2022-11-29,Québec (Quebec) Canada,Québec (Québec) Canada,0,0,159.46,159.05,0,318.51,No Conference Fees,Pas de frais de conférence,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P9-0007,MPSES,Press Secretary,Attachée de presse,Marianne Dandurand,To support the Minister to attend United Nations Biodiversity Conference (COP15),Soutenir la participation de la ministre à la conférence des Nations unies sur la biodiversité (COP15).,2022-12-15,2022-12-16,Montréal (Quebec) Canada,Montréal (Québec) Canada,0,0,184.45,102.45,0,286.9,No Conference Fees,Pas de frais de conférence,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2022-P9-0008,MPSES,Driver,Chauffeur,Michel Gendreau,Drive the Minister from Ottawa to her riding,Conduire la ministre d'Ottawa à sa circonscription,2022-11-24,2022-11-24,Sherbrooke (Quebec) Canada,Sherbrooke (Québec) Canada,0,6,0,56.6,0,62.6,No conference fee,Pas de frais de conférence,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
